А		А		А.mp4
Розлука		Розлука		Розлучення.mp4
Народження		Народження		Народження.mp4
Характер		Характер		Характер.mp4
Характеристика		Характеристика		Характеристика.mp4
Біографія		Біографія		Біографія.mp4
Прізвищєім'япо-батькові		Прізвищєім'япо-батькові		Прізвищєім'япо-батькові.mp4
Життя		Життя		Життя.mp4
Старість		Старість		Старість.mp4
Старий(друг)		Старий(друг)		Старий(друг).mp4
Давно		Давно		Давно.mp4
Древній		Древній		Древній.mp4
Нещодавно		Нещодавно		Нещодавно.mp4
Покоління		Покоління		Покоління.mp4
Онуки		Онуки		Онуки.mp4
Сирота		Сирота		Сирота.mp4
Зайвий		Зайвий		Сирота.mp4
Самотній		Самотній		Самотній.mp4
Доля		Доля		Доля.mp4
Старший		Старший		Старший.mp4
Дорослий		Дорослий		Старший.mp4
Молодший		Молодший		Молодший.mp4
Менший		Менший		Молодший.mp4
Знайомий		Знайомий		Знайомий.mp4
Познайомитись		Познайомитись		Знайомий.mp4
Примиритися		Примиритися		Знайомий.mp4
Дружба		Дружба		Дружба.mp4
Дружити		Дружити		Дружба.mp4
Мир		Мир		Дружба.mp4
Любити		Любити		Любити.mp4
Нелюбити(когось)		Нелюбити(когось)		Нелюбити(когось).mp4
Нелюбити		Нелюбити		Нелюбити.mp4
Нелюбити(щось)		Нелюбити(щось)		Нелюбити(щось).mp4
Ненавидіти		Ненавидіти		Ненавидіти.mp4
Вітаю		Вітаю		Вітаю.mp4
Допобачення		Допобачення		Допобачення.mp4
Дякую		Дякую		Дякую.mp4
Будьласка		Будьласка		Будьласка.mp4
Прохати		Прохати		Прохати.mp4
Просити		Просити		Прохати.mp4
Благати		Благати		Благати.mp4
Хочу		Хочу		Хочу.mp4
Бажаю		Бажаю		Хочу.mp4
Нехочу		Нехочу		Нехочу.mp4
Знати		Знати		Знати.mp4
Уміти		Уміти		Знати.mp4
Незнати		Незнати		Незнати.mp4
Неуміти		Неуміти		Незнати.mp4
ДіалогЗнайомство		ДіалогЗнайомство		ДіалогЗнайомство.mp4
Більше		Більше		Більше.mp4
Дуже		Дуже		Більше.mp4
Занадто		Занадто		Більше.mp4
Над		Над		Над.mp4
Зверху		Зверху		Над.mp4
Під		Під		Під.mp4
Знизу		Знизу		Під.mp4
З(кимось		З(кимось		Під.mp4
Швидко		Швидко		Швидко.mp4
Скоро		Скоро		Швидко.mp4
Хутко		Хутко		Швидко.mp4
Чужий		Чужий		Чужий.mp4
Багато		Багато		Багато.mp4
Меньше		Меньше		Меньше.mp4
Важко		Важко		Важко.mp4
Тяжко		Тяжко		Тяжко.mp4
Легко		Легко		Легко.mp4
Правда		Правда		Правда.mp4
Правильно		Правильно		Правда.mp4
Вірно		Вірно		Правда.mp4
Звичайно		Звичайно		Правда.mp4
Ще		Ще		Ще.mp4
Гратися		Гратися		Гратися.mp4
Жартувати		Жартувати		Гратися.mp4
Гуляти		Гуляти		Гуляти.mp4
Їсти		Їсти		Їсти.mp4
Іноді		Іноді		Іноді.mp4
Рідко		Рідко		Іноді.mp4
Вибачте		Вибачте		Вибачте.mp4
Пробачте		Пробачте		Вибачте.mp4
Цікаво		Цікаво		Цікаво.mp4
Голосно		Голосно		Голосно.mp4
Грім		Грім		Голосно.mp4
Кращє		Кращє		Кращє.mp4
Гірше		Гірше		Гірше.mp4
Від		Від		Від.mp4
Раніш		Раніш		Від.mp4
Перед		Перед		Від.mp4
До		До		До.mp4
Початок		Початок		Початок.mp4
почин		почин		Початок.mp4
Кінець		Кінець		Кінець.mp4
Закінчено		Закінчено		Кінець.mp4
Знову		Знову		Знову.mp4
Лаконічно		Лаконічно		Лаконічно.mp4
Коротко		Коротко		Коротко.mp4
Там		Там		Там.mp4
Туди		Туди		Там.mp4
Тут		Тут		Тут.mp4
Сюди		Сюди		Тут.mp4
Чисто		Чисто		Чисто.mp4
Гладко		Гладко		Чисто.mp4
Брудно		Брудно		Брудно.mp4
Достатньо		Достатньо		Достатньо.mp4
Ситий		Ситий		Достатньо.mp4
Добре		Добре		Добре.mp4
Погано		Погано		Погано.mp4
Середній		Середній		Середній.mp4
Задовільно		Задовільно		Задовільно.mp4
Посередньо		Посередньо		Задовільно.mp4
Незадовільно		Незадовільно		Незадовільно.mp4
Відмінно		Відмінно		Відмінно.mp4
Різнокольоровий		Різнокольоровий		Різнокольоровий.mp4
Білий		Білий		Білий.mp4
Чорний		Чорний		Чорний.mp4
Червоний		Червоний		Червоний.mp4
Синій		Синій		Синій.mp4
Зелений		Зелений		Зелений.mp4
Жовтий		Жовтий		Жовтий.mp4
Сірий		Сірий		Сірий.mp4
Блакитний		Блакитний		Блакитний.mp4
Рожевий		Рожевий		Рожевий.mp4
Коричневий		Коричневий		Коричневий.mp4
Кава		Кава		Кава.mp4
Шоколад		Шоколад		Шоколад.mp4
Темний		Темний		Темний.mp4
Світлий		Світлий		Світлий.mp4
Яскравий		Яскравий		Яскравий.mp4
Блищати		Блищати		Блищати.mp4
Сяяти		Сяяти		Блищати.mp4
Суміш		Суміш		Суміш.mp4
Змішувати		Змішувати		Суміш.mp4
Рік		Рік		Рік.mp4
Місяць		Місяць		Місяць.mp4
Тиждень		Тиждень		Тиждень.mp4
Доба		Доба		Доба.mp4
Час		Час		Час.mp4
Протягом		Протягом		Протягом.mp4
Хвилина		Хвилина		Хвилина.mp4
Секунда		Секунда		Секунда.mp4
Весна		Весна		Весна.mp4
Тане		Тане		Весна.mp4
Розтане		Розтане		Весна.mp4
Літо		Літо		Літо.mp4
Осінь		Осінь		Осінь.mp4
Зима		Зима		Зима.mp4
Мороз		Мороз		Зима.mp4
Січень		Січень		Січень.mp4
Лютий		Лютий		Лютий.mp4
Березень		Березень		Березень.mp4
Квітень		Квітень		Квітень.mp4
Травень		Травень		Травень.mp4
Червень		Червень		Червень.mp4
Липень		Липень		Липень.mp4
Серпень		Серпень		Серпень.mp4
Вересень		Вересень		Вересень.mp4
Жовтень		Жовтень		Жовтень.mp4
Листопад		Листопад		Листопад.mp4
Грудень		Грудень		Грудень.mp4
Понеділок		Понеділок		Понеділок.mp4
Вівторок		Вівторок		Вівторок.mp4
Середа		Середа		Середа.mp4
Четвер		Четвер		Четвер.mp4
П'ятниця		П'ятниця		П'ятниця.mp4
Субота		Субота		Субота.mp4
Неділя		Неділя		Неділя.mp4
Ранок		Ранок		Ранок.mp4
Рановранці		Рановранці		Рановранці.mp4
Вечір		Вечір		Вечір.mp4
День		День		День.mp4
Нічь		Нічь		Нічь.mp4
Зараз		Зараз		Зараз.mp4
Сьогодні		Сьогодні		Сьогодні.mp4
Вчора		Вчора		Вчора.mp4
Позавчора		Позавчора		Позавчора.mp4
Завтра		Завтра		Завтра.mp4
Післязавтра		Післязавтра		Післязавтра.mp4
Потім		Потім		Потім.mp4
Після		Після		Потім.mp4
Тепло		Тепло		Тепло.mp4
Спека		Спека		Спека.mp4
Спекотно		Спекотно		Спека.mp4
Холодно		Холодно		Холодно.mp4
Зимно		Зимно		Холодно.mp4
Вік		Вік		Вік.mp4
Вічно		Вічно		Вік.mp4
Квартал(час.)		Квартал(час.)		Квартал(час.).mp4
Декада		Декада		Декада.mp4
Вчасно		Вчасно		Вчасно.mp4
Повільно		Повільно		Повільно.mp4
Довго		Довго		Довго.mp4
Поступово		Поступово		Поступово.mp4
Сонце		Сонце		Сонце.mp4
Місяць		Місяць		Місяць.mp4
Зірка		Зірка		Зірка.mp4
Зірки(нанебі)		Зірки(нанебі)		Зірки(нанебі).mp4
Планета		Планета		Планета.mp4
Всесвіт		Всесвіт		Всесвіт.mp4
Міжнародний		Міжнародний		Всесвіт.mp4
Земля(планета)		Земля(планета)		Земля(планета).mp4
Земля(грунт)		Земля(грунт)		Земля(грунт).mp4
Небо		Небо		Небо.mp4
Вода		Вода		Вода.mp4
Море		Море		Море.mp4
Океан		Океан		Море.mp4
Озеро		Озеро		Озеро.mp4
Ставок		Ставок		Озеро.mp4
Річка		Річка		Річка.mp4
Течія		Течія		Течія.mp4
Гори		Гори		Гори.mp4
Дерев'яний		Дерев'яний		Дерев'яний.mp4
Дерево		Дерево		Дерево.mp4
Ліс		Ліс		Ліс.mp4
Чагарник		Чагарник		Чагарник.mp4
Трава		Трава		Трава.mp4
Камінь		Камінь		Камінь.mp4
Глина		Глина		Глина.mp4
Пластилин		Пластилин		Пластилин.mp4
Ліпити		Ліпити		Ліпити.mp4
Скульптура		Скульптура		Скульптура.mp4
Вітер		Вітер		Вітер.mp4
Заврюха		Заврюха		Заврюха.mp4
Буран		Буран		Заврюха.mp4
Дощ		Дощ		Дощ.mp4
Сніг		Сніг		Сніг.mp4
Блискавка		Блискавка		Блискавка.mp4
Гроза		Гроза		Гроза.mp4
Погода		Погода		Погода.mp4
Клімат		Клімат		Погода.mp4
Температура(повітря)		Температура(повітря)		Температура(повітря).mp4
Температура(тіла)		Температура(тіла)		Температура(тіла).mp4
Глибоко		Глибоко		Глибоко.mp4
Мілко		Мілко		Мілко.mp4
Сухо		Сухо		Сухо.mp4
Твердо		Твердо		Твердо.mp4
Пустеля		Пустеля		Пустеля.mp4
Туман		Туман		Туман.mp4
Пил		Пил		Пил.mp4
Хмари		Хмари		Хмари.mp4
Болото		Болото		Болото.mp4
Схід		Схід		Схід.mp4
Світанок		Світанок		Світанок.mp4
Захід		Захід		Захід.mp4
Західний		Західний		Захід.mp4
Сирий		Сирий		Сирий.mp4
Мокрий		Мокрий		Мокрий.mp4
Вологий		Вологий		Мокрий.mp4
Розквітати		Розквітати		Розквітати.mp4
Поле		Поле		Поле.mp4
Степ		Степ		Поле.mp4
Природа		Природа		Природа.mp4
Пейзаж		Пейзаж		Природа.mp4
Сад		Сад		Сад.mp4
Гілка		Гілка		Гілка.mp4
Листя		Листя		Листя.mp4
Квіти		Квіти		Квіти.mp4
Берег		Берег		Берег.mp4
Острів		Острів		Острів.mp4
Півострів		Півострів		Півострів.mp4
Долина		Долина		Долина.mp4
Землетрус		Землетрус		Землетрус.mp4
Повінь		Повінь		Повінь.mp4
Південь		Південь		Південь.mp4
Північ		Північ		Північ.mp4
Космос		Космос		Космос.mp4
Вчитися		Вчитися		Вчитися.mp4
Парта		Парта		Парта.mp4
Урок		Урок		Урок.mp4
Учень		Учень		Учень.mp4
Школа		Школа		Школа.mp4
Навчати		Навчати		Навчати.mp4
Викладати		Викладати		Викладати.mp4
Викладач		Викладач		Викладати.mp4
Книга		Книга		Книга.mp4
Підручник		Підручник		Книга.mp4
Зошит		Зошит		Зошит.mp4
Сторінка		Сторінка		Сторінка.mp4
Аркуш		Аркуш		Аркуш.mp4
Папір		Папір		Папір.mp4
Ручка		Ручка		Ручка.mp4
Олівець		Олівець		Ручка.mp4
Гумка		Гумка		Гумка.mp4
Терти		Терти		Гумка.mp4
Лінійка		Лінійка		Лінійка.mp4
Пенал		Пенал		Пенал.mp4
Портфель		Портфель		Портфель.mp4
Сумка		Сумка		Портфель.mp4
Кімната		Кімната		Кімната.mp4
Приміщення		Приміщення		Кімната.mp4
Клас		Клас		Клас.mp4
Аудиторія		Аудиторія		Клас.mp4
Дошка		Дошка		Дошка.mp4
Вихователь		Вихователь		Вихователь.mp4
Завідуючий		Завідуючий		Завідуючий.mp4
Директор		Директор		Директор.mp4
Заступник		Заступник		Заступник.mp4
Черговий		Черговий		Черговий.mp4
Староста		Староста		Староста.mp4
Перекладач		Перекладач		Перекладач.mp4
Літера		Літера		Літера.mp4
Слово		Слово		Слово.mp4
Речення		Речення		Речення.mp4
Ланцюг		Ланцюг		Речення.mp4
Докладно		Докладно		Речення.mp4
Зв'язок		Зв'язок		Зв'язок.mp4
Словосполучення		Словосполучення		Словосполучення.mp4
Проблема		Проблема		Проблема.mp4
Знакпитання		Знакпитання		Проблема.mp4
Ранець		Ранець		Ранець.mp4
Рюкзак		Рюкзак		Ранець.mp4
Читати		Читати		Читати.mp4
Писати		Писати		Писати.mp4
Секретар		Секретар		Писати.mp4
Думка		Думка		Думка.mp4
Облік		Облік		Облік.mp4
Реєстрація		Реєстрація		Облік.mp4
Записувати		Записувати		Облік.mp4
Константувати		Константувати		Облік.mp4
Наприклад		Наприклад		Наприклад.mp4
Припускати		Припускати		Наприклад.mp4
Задача		Задача		Задача.mp4
Завдання		Завдання		Задача.mp4
Доручення		Доручення		Задача.mp4
Замовляти		Замовляти		Задача.mp4
Грамотний		Грамотний		Грамотний.mp4
Неграмотний		Неграмотний		Неграмотний.mp4
Розум		Розум		Розум.mp4
Наука		Наука		Розум.mp4
Вчений		Вчений		Розум.mp4
Освіта		Освіта		Освіта.mp4
Чути		Чути		Чути.mp4
Слух		Слух		Чути.mp4
Чуючий		Чуючий		Чути.mp4
Слухати		Слухати		Слухати.mp4
Тихо		Тихо		Тихо.mp4
Тиша		Тиша		Тиша.mp4
Замовкніть		Замовкніть		Замовкніть.mp4
Малювання		Малювання		Малювання.mp4
Картина		Картина		Картина.mp4
Креслення		Креслення		Креслення.mp4
Креслити		Креслити		Креслення.mp4
Давати		Давати		Давати.mp4
Передавати		Передавати		Давати.mp4
Брати		Брати		Брати.mp4
Взяти		Взяти		Брати.mp4
Отримувати		Отримувати		Брати.mp4
Приносити		Приносити		Приносити.mp4
Привозити		Привозити		Приносити.mp4
Відносити		Відносити		Відносити.mp4
Відвозити		Відвозити		Відносити.mp4
Питати		Питати		Питати.mp4
Звертатися		Звертатися		Питати.mp4
Відповідь		Відповідь		Відповідь.mp4
Відповідати(урок)		Відповідати(урок)		Відповідь.mp4
Відповідальність		Відповідальність		Відповідальність.mp4
Згадати		Згадати		Згадати.mp4
Пам'ять		Пам'ять		Пам'ять.mp4
Пам'ятати		Пам'ятати		Пам'ять.mp4
Запам'ятати		Запам'ятати		Запам'ятати.mp4
Вивчити		Вивчити		Вивчити.mp4
Засвоїти		Засвоїти		Засвоїти.mp4
Зрозуміти		Зрозуміти		Зрозуміти.mp4
Нерозумію		Нерозумію		Нерозумію.mp4
Забути		Забути		Забути.mp4
Наповнювати		Наповнювати		Наповнювати.mp4
Помилка		Помилка		Помилка.mp4
Неправильно		Неправильно		Неправильно.mp4
Недоліки		Недоліки		Недоліки.mp4
Невистачає		Невистачає		Недоліки.mp4
Старанно		Старанно		Старанно.mp4
Порядок		Порядок		Порядок.mp4
Акуратно		Акуратно		Акуратно.mp4
Думати		Думати		Думати.mp4
Вигадувати		Вигадувати		Вигадувати.mp4
Фантазувати		Фантазувати		Фантазувати.mp4
Виховувати		Виховувати		Виховувати.mp4
Виправляти		Виправляти		Виховувати.mp4
Ремонтувати		Ремонтувати		Виховувати.mp4
Лікувати		Лікувати		Виховувати.mp4
Розповідати		Розповідати		Розповідати.mp4
Пояснювати		Пояснювати		Розповідати.mp4
Казки		Казки		Казки.mp4
Легенди		Легенди		Казки.mp4
Міфи		Міфи		Казки.mp4
Спізнитись		Спізнитись		Спізнитись.mp4
Пізніше		Пізніше		Пізніше.mp4
Продовження		Продовження		Продовження.mp4
Відкласти		Відкласти		Відкласти.mp4
Наздогнати		Наздогнати		Наздогнати.mp4
Перегнати		Перегнати		Перегнати.mp4
Відстати		Відстати		Відстати.mp4
Втомився		Втомився		Втомився.mp4
Повторення		Повторення		Повторення.mp4
Ледачий		Ледачий		Ледачий.mp4
Інститут		Інститут		Інститут.mp4
Курси		Курси		Інститут.mp4
Семінар		Семінар		Інститут.mp4
Студент		Студент		Студент.mp4
Університет		Університет		Університет.mp4
Академія		Академія		Академія.mp4
Обов'язок		Обов'язок		Обов'язок.mp4
Обов'язково		Обов'язково		Обов'язок.mp4
Неодмінно		Неодмінно		Обов'язок.mp4
Повинен		Повинен		Обов'язок.mp4
Увага		Увага		Увага.mp4
Перерва		Перерва		Перерва.mp4
Допомога		Допомога		Допомога.mp4
Робота		Робота		Робота.mp4
Робити		Робити		Робота.mp4
Зробити		Зробити		Робота.mp4
Математика		Математика		Математика.mp4
Література		Література		Література.mp4
Мова		Мова		Мова.mp4
Мовлення		Мовлення		Мовлення.mp4
Вимова		Вимова		Вимова.mp4
Нація		Нація		Нація.mp4
Іноземний		Іноземний		Іноземний.mp4
Український		Український		Український.mp4
Російський		Російський		Російський.mp4
Географія		Географія		Географія.mp4
Хімія		Хімія		Хімія.mp4
Фізика		Фізика		Фізика.mp4
Історія		Історія		Історія.mp4
Природознавство		Природознавство		Природознавство.mp4
Астрономія		Астрономія		Астрономія.mp4
Біологія		Біологія		Біологія.mp4
Фізкультура		Фізкультура		Фізкультура.mp4
Збори		Збори		Збори.mp4
Нарада		Нарада		Збори.mp4
Говорити		Говорити		Говорити.mp4
Розмовляти		Розмовляти		Розмовляти.mp4
Порада		Порада		Порада.mp4
Консультація		Консультація		Порада.mp4
Об'ява(письмова)		Об'ява(письмова)		Об'ява(письмова).mp4
Об'ява(усна)		Об'ява(усна)		Об'ява(усна).mp4
інформація		інформація		інформація.mp4
Диктант		Диктант		Диктант.mp4
Твір		Твір		Твір.mp4
Переказ		Переказ		Переказ.mp4
Розвиток		Розвиток		Розвиток.mp4
Розповсюдження		Розповсюдження		Розвиток.mp4
Вірш		Вірш		Вірш.mp4
Співати		Співати		Співати.mp4
Пісня		Пісня		Пісня.mp4
Музика		Музика		Музика.mp4
Диригент		Диригент		Музика.mp4
Ритмика		Ритмика		Ритмика.mp4
Щоденник		Щоденник		Щоденник.mp4
Іспити		Іспити		Іспити.mp4
Залік		Залік		Залік.mp4
Підсумок		Підсумок		Залік.mp4
Відпочинок		Відпочинок		Відпочинок.mp4
Канікули		Канікули		Канікули.mp4
Программа		Программа		Программа.mp4
Розклад		Розклад		Программа.mp4
Режим		Режим		Программа.mp4
Список		Список		Программа.mp4
Стаття(закону)		Стаття(закону)		Программа.mp4
Копія		Копія		Копія.mp4
Списувати		Списувати		Копія.mp4
Суворо		Суворо		Суворо.mp4
Дисциплина		Дисциплина		Дисциплина.mp4
Підготовка		Підготовка		Підготовка.mp4
Успіх		Успіх		Успіх.mp4
Дістати		Дістати		Успіх.mp4
Досягнути		Досягнути		Успіх.mp4
Шукати		Шукати		Шукати.mp4
Знайти		Знайти		Знайти.mp4
Стояти		Стояти		Стояти.mp4
Ходити		Ходити		Ходити.mp4
Падати		Падати		Падати.mp4
Вставати		Вставати		Вставати.mp4
Лежати		Лежати		Лежати.mp4
Встати(всім)		Встати(всім)		Встати(всім).mp4
Запрошувати		Запрошувати		Запрошувати.mp4
Пропонувати		Пропонувати		Пропонувати.mp4
Сидіти		Сидіти		Сидіти.mp4
Вступити		Вступити		Вступити.mp4
Контрольна		Контрольна		Контрольна.mp4
Перевіряти		Перевіряти		Контрольна.mp4
Розбиратися		Розбиратися		Розбиратися.mp4
Ревізія		Ревізія		Розбиратися.mp4
Копатися		Копатися		Розбиратися.mp4
Берегти		Берегти		Берегти.mp4
Вимагати		Вимагати		Вимагати.mp4
Заважати		Заважати		Заважати.mp4
Перешкоджати		Перешкоджати		Заважати.mp4
Вибирати		Вибирати		Вибирати.mp4
Підбирати		Підбирати		Вибирати.mp4
Обирати		Обирати		Обирати.mp4
Вибори		Вибори		Обирати.mp4
Диплом		Диплом		Диплом.mp4
Документ		Документ		Диплом.mp4
Посвідчення		Посвідчення		Посвідчення.mp4
Журнал(шкільний)		Журнал(шкільний)		Журнал(шкільний).mp4
Навушники		Навушники		Навушники.mp4
Слуховаробота		Слуховаробота		Слуховаробота.mp4
Екскурсія		Екскурсія		Екскурсія.mp4
Музей		Музей		Музей.mp4
Виставка		Виставка		Музей.mp4
Заява		Заява		Заява.mp4
тимчасово		тимчасово		тимчасово.mp4
Поки		Поки		Поки.mp4
Завжди		Завжди		Завжди.mp4
Постійно		Постійно		Завжди.mp4
Мандрівка		Мандрівка		Мандрівка.mp4
Туризм		Туризм		Мандрівка.mp4
Безперервний		Безперервний		Безперервний.mp4
Тільки		Тільки		Тільки.mp4
Терміново		Терміново		Терміново.mp4
Відразу		Відразу		Відразу.mp4
Тема		Тема		Тема.mp4
Назва		Назва		Тема.mp4
Символ		Символ		Тема.mp4
Угода		Угода		Угода.mp4
Згода		Згода		Згода.mp4
Несподівано		Несподівано		Несподівано.mp4
Раптово		Раптово		Несподівано.mp4
Розгубитися		Розгубитися		Несподівано.mp4
Раніш		Раніш		Раніш.mp4
Достроково		Достроково		Раніш.mp4
Повертатися		Повертатися		Повертатися.mp4
Зворотній		Зворотній		Повертатися.mp4
Добиватися		Добиватися		Добиватися.mp4
Перемагати		Перемагати		Перемагати.mp4
Терпіти		Терпіти		Терпіти.mp4
Терпляче		Терпляче		Терпіти.mp4
Чекати		Чекати		Чекати.mp4
Без		Без		Без.mp4
Лишати		Лишати		Без.mp4
Окремо		Окремо		Окремо.mp4
Зокрема		Зокрема		Окремо.mp4
Слідуючий		Слідуючий		Слідуючий.mp4
Через		Через		Слідуючий.mp4
Загубити		Загубити		Загубити.mp4
Покласти		Покласти		Покласти.mp4
Залишати		Залишати		Залишати.mp4
Залишки		Залишки		Залишати.mp4
Їхати		Їхати		Їхати.mp4
Поїхати		Поїхати		Їхати.mp4
Виїхати		Виїхати		Їхати.mp4
Приїхати		Приїхати		Приїхати.mp4
Відкрити		Відкрити		Відкрити.mp4
Закрити		Закрити		Закрити.mp4
Величезний		Величезний		Величезний.mp4
Великий		Великий		Величезний.mp4
Найкрупніший		Найкрупніший		Величезний.mp4
Глухий		Глухий		Глухий.mp4
Слабочуючий		Слабочуючий		Слабочуючий.mp4
Глухонімий		Глухонімий		Глухонімий.mp4
Віце		Віце		Віце.mp4
Напередодні		Напередодні		Напередодні.mp4
Близько		Близько		Напередодні.mp4
Word		Word		BaseWord.mp4
Будинок		Будинок		Будинок.mp4
Дах		Дах		Дах.mp4
Стіна		Стіна		Стіна.mp4
Стеля		Стеля		Стеля.mp4
